AsOfDate,SecurityId,Description,Sector,Subsector,Currency
2025-01-07,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-01-07,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-01-07,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-01-07,HGH26BI,Office CRE Investment HGH26BI,Commercial,SASB,USD
2025-01-07,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CRE,USD
2025-01-07,LAS87XO,Home Risk Trust LAS87XO,Residential,Risk,USD
2025-01-07,SHY49RS,Residential Risk Bond SHY49RS,Residential,Risk,USD
2025-01-07,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-01-07,EYF35OX,Agency Subs Backed EYF35OX,Agency,Subs,USD
2025-01-07,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-01-07,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-01-07,GTR84BF,Retail SASB Trust GTR84BF,Commercial,SASB,USD
2025-01-07,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-01-07,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,CMBS,USD
2025-01-07,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-01-07,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Carry,USD
2025-01-07,KGP30NU,Residential Financing Trust KGP30NU,Residential,Financing,USD
2025-01-07,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-01-08,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-01-08,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-01-08,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-01-08,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-01-08,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Risk,USD
2025-01-08,LGP30YU,Home Risk Bond LGP30YU,Residential,Carry,USD
2025-01-08,CFN12WD,Government Subs Security CFN12WD,Agency,Subs,USD
2025-01-08,JQL24TF,Office CMBS Property JQL24TF,Commercial,CMBS,USD
2025-01-08,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-01-08,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-01-08,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-01-08,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-01-08,GNM22AD,Residential Carry Trust GNM22AD,Residential,Carry,USD
2025-01-08,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-01-08,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-01-08,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-01-08,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Financing,USD
2025-01-08,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-01-08,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-01-08,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-01-08,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-01-08,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CMBS,USD
2025-01-08,TZE82IG,Retail CMBS Property TZE82IG,Commercial,CMBS,USD
2025-01-08,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Carry,USD
2025-01-08,ZJK76DR,Government IO Bond ZJK76DR,Agency,Subs,USD
2025-01-08,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-01-08,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-01-08,RND86XU,Commercial SASB Property RND86XU,Commercial,CMBS,USD
2025-01-08,UXP54RA,Residential Financing Trust UXP54RA,Residential,Financing,USD
2025-01-08,HZI97XK,Home Carry Trust HZI97XK,Residential,Carry,USD
2025-01-08,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-01-08,RRZ21YR,Home Financing Security RRZ21YR,Residential,Financing,USD
2025-01-08,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-01-08,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-01-08,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-01-08,HGH26BI,Office CRE Investment HGH26BI,Commercial,CRE,USD
2025-01-08,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CRE,USD
2025-01-08,LAS87XO,Home Risk Trust LAS87XO,Residential,Risk,USD
2025-01-08,SHY49RS,Residential Risk Bond SHY49RS,Residential,Risk,USD
2025-01-08,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-01-08,EYF35OX,Agency Subs Backed EYF35OX,Agency,Subs,USD
2025-01-08,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-01-08,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-01-08,GTR84BF,Retail SASB Trust GTR84BF,Commercial,SASB,USD
2025-01-08,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-01-08,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,CMBS,USD
2025-01-08,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-01-08,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Carry,USD
2025-01-08,KGP30NU,Residential Financing Trust KGP30NU,Residential,Financing,USD
2025-01-08,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-01-09,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-01-09,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-01-09,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-01-09,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-01-09,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Risk,USD
2025-01-09,LGP30YU,Home Risk Bond LGP30YU,Residential,Carry,USD
2025-01-09,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-01-09,JQL24TF,Office CMBS Property JQL24TF,Commercial,CMBS,USD
2025-01-09,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-01-09,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-01-09,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-01-09,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-01-09,GNM22AD,Residential Carry Trust GNM22AD,Residential,Carry,USD
2025-01-09,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-01-09,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-01-09,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-01-09,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Financing,USD
2025-01-09,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-01-09,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CRE,USD
2025-01-09,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-01-09,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-01-09,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CMBS,USD
2025-01-09,TZE82IG,Retail CMBS Property TZE82IG,Commercial,CMBS,USD
2025-01-09,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Carry,USD
2025-01-09,ZJK76DR,Government IO Bond ZJK76DR,Agency,Subs,USD
2025-01-09,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-01-09,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-01-09,RND86XU,Commercial SASB Property RND86XU,Commercial,CMBS,USD
2025-01-09,UXP54RA,Residential Financing Trust UXP54RA,Residential,Financing,USD
2025-01-09,HZI97XK,Home Carry Trust HZI97XK,Residential,Carry,USD
2025-01-09,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-01-09,RRZ21YR,Home Financing Security RRZ21YR,Residential,Financing,USD
2025-01-09,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-01-09,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-01-09,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-01-09,HGH26BI,Office CRE Investment HGH26BI,Commercial,CRE,USD
2025-01-09,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CRE,USD
2025-01-09,LAS87XO,Home Risk Trust LAS87XO,Residential,Risk,USD
2025-01-09,SHY49RS,Residential Risk Bond SHY49RS,Residential,Risk,USD
2025-01-09,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-01-09,EYF35OX,Agency Subs Backed EYF35OX,Agency,Subs,USD
2025-01-09,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-01-09,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-01-09,GTR84BF,Retail SASB Trust GTR84BF,Commercial,SASB,USD
2025-01-09,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-01-09,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,CMBS,USD
2025-01-09,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-01-09,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Carry,USD
2025-01-09,KGP30NU,Residential Financing Trust KGP30NU,Residential,Financing,USD
2025-01-09,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-01-10,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-01-10,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-01-10,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-01-10,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-01-10,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Risk,USD
2025-01-10,LGP30YU,Home Risk Bond LGP30YU,Residential,Carry,USD
2025-01-10,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-01-10,JQL24TF,Office CMBS Property JQL24TF,Commercial,CMBS,USD
2025-01-10,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-01-10,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-01-10,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-01-10,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-01-10,GNM22AD,Residential Carry Trust GNM22AD,Residential,Carry,USD
2025-01-10,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Carry,USD
2025-01-10,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-01-10,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-01-10,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Financing,USD
2025-01-10,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-01-10,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-01-10,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-01-10,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-01-10,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CMBS,USD
2025-01-10,TZE82IG,Retail CMBS Property TZE82IG,Commercial,CMBS,USD
2025-01-10,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Carry,USD
2025-01-10,ZJK76DR,Government IO Bond ZJK76DR,Agency,Subs,USD
2025-01-10,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-01-10,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-01-10,RND86XU,Commercial SASB Property RND86XU,Commercial,CMBS,USD
2025-01-10,UXP54RA,Residential Financing Trust UXP54RA,Residential,Financing,USD
2025-01-10,HZI97XK,Home Carry Trust HZI97XK,Residential,Carry,USD
2025-01-10,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-01-10,RRZ21YR,Home Financing Security RRZ21YR,Residential,Financing,USD
2025-01-10,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-01-10,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-01-10,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-01-10,HGH26BI,Office CRE Investment HGH26BI,Commercial,CRE,USD
2025-01-10,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CRE,USD
2025-01-10,LAS87XO,Home Risk Trust LAS87XO,Residential,Risk,USD
2025-01-10,SHY49RS,Residential Risk Bond SHY49RS,Residential,Risk,USD
2025-01-10,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-01-10,EYF35OX,Agency Subs Backed EYF35OX,Agency,Subs,USD
2025-01-10,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-01-10,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-01-10,GTR84BF,Retail SASB Trust GTR84BF,Commercial,SASB,USD
2025-01-10,BMV57TF,Government Subs Backed BMV57TF,Agency,Subs,USD
2025-01-10,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,CMBS,USD
2025-01-10,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-01-10,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Carry,USD
2025-01-10,KGP30NU,Residential Financing Trust KGP30NU,Residential,Financing,USD
2025-01-10,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-01-11,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-01-11,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-01-11,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-01-11,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-01-11,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Risk,USD
2025-01-11,LGP30YU,Home Risk Bond LGP30YU,Residential,Carry,USD
2025-01-11,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-01-11,JQL24TF,Office CMBS Property JQL24TF,Commercial,CMBS,USD
2025-01-11,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-01-11,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-01-11,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-01-11,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-01-11,GNM22AD,Residential Carry Trust GNM22AD,Residential,Carry,USD
2025-01-11,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Financing,USD
2025-01-11,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-01-11,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-01-11,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Financing,USD
2025-01-11,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-01-11,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-01-11,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-01-11,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-01-11,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CMBS,USD
2025-01-11,TZE82IG,Retail CMBS Property TZE82IG,Commercial,CMBS,USD
2025-01-11,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Carry,USD
2025-01-11,ZJK76DR,Government IO Bond ZJK76DR,Agency,Subs,USD
2025-01-11,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-01-11,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-01-11,RND86XU,Commercial SASB Property RND86XU,Commercial,CMBS,USD
2025-01-11,UXP54RA,Residential Financing Trust UXP54RA,Residential,Financing,USD
2025-01-11,HZI97XK,Home Carry Trust HZI97XK,Residential,Carry,USD
2025-01-11,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-01-11,RRZ21YR,Home Financing Security RRZ21YR,Residential,Financing,USD
2025-01-11,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-01-11,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-01-11,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-01-11,HGH26BI,Office CRE Investment HGH26BI,Commercial,CRE,USD
2025-01-11,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CRE,USD
2025-01-11,LAS87XO,Home Risk Trust LAS87XO,Residential,Risk,USD
2025-01-11,SHY49RS,Residential Risk Bond SHY49RS,Residential,Risk,USD
2025-01-11,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-01-11,EYF35OX,Agency Subs Backed EYF35OX,Agency,Subs,USD
2025-01-11,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-01-11,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-01-11,GTR84BF,Retail SASB Trust GTR84BF,Commercial,SASB,USD
2025-01-11,BMV57TF,Government Subs Backed BMV57TF,Agency,IO,USD
2025-01-11,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,CMBS,USD
2025-01-11,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-01-11,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Carry,USD
2025-01-11,KGP30NU,Residential Financing Trust KGP30NU,Residential,Financing,USD
2025-01-11,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-01-12,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-01-12,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-01-12,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-01-12,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-01-12,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Risk,USD
2025-01-12,LGP30YU,Home Risk Bond LGP30YU,Residential,Carry,USD
2025-01-12,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-01-12,JQL24TF,Office CMBS Property JQL24TF,Commercial,CRE,USD
2025-01-12,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-01-12,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-01-12,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-01-12,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-01-12,GNM22AD,Residential Carry Trust GNM22AD,Residential,Carry,USD
2025-01-12,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Financing,USD
2025-01-12,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-01-12,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-01-12,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Financing,USD
2025-01-12,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-01-12,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-01-12,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-01-12,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-01-12,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CMBS,USD
2025-01-12,TZE82IG,Retail CMBS Property TZE82IG,Commercial,CMBS,USD
2025-01-12,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Carry,USD
2025-01-12,ZJK76DR,Government IO Bond ZJK76DR,Agency,Subs,USD
2025-01-12,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-01-12,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-01-12,RND86XU,Commercial SASB Property RND86XU,Commercial,CMBS,USD
2025-01-12,UXP54RA,Residential Financing Trust UXP54RA,Residential,Financing,USD
2025-01-12,HZI97XK,Home Carry Trust HZI97XK,Residential,Carry,USD
2025-01-12,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-01-12,RRZ21YR,Home Financing Security RRZ21YR,Residential,Financing,USD
2025-01-12,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-01-12,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-01-12,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-01-12,HGH26BI,Office CRE Investment HGH26BI,Commercial,CRE,USD
2025-01-12,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CRE,USD
2025-01-12,LAS87XO,Home Risk Trust LAS87XO,Residential,Risk,USD
2025-01-12,SHY49RS,Residential Risk Bond SHY49RS,Residential,Risk,USD
2025-01-12,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-01-12,EYF35OX,Agency Subs Backed EYF35OX,Agency,Subs,USD
2025-01-12,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-01-12,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-01-12,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CRE,USD
2025-01-12,BMV57TF,Government Subs Backed BMV57TF,Agency,IO,USD
2025-01-12,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,CMBS,USD
2025-01-12,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-01-12,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Carry,USD
2025-01-12,KGP30NU,Residential Financing Trust KGP30NU,Residential,Financing,USD
2025-01-12,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-01-13,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-01-13,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-01-13,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
2025-01-13,WXT79MB,Retail SASB Property WXT79MB,Commercial,SASB,USD
2025-01-13,YQW62ZF,Mortgage Risk Bond YQW62ZF,Residential,Risk,USD
2025-01-13,LGP30YU,Home Risk Bond LGP30YU,Residential,Carry,USD
2025-01-13,CFN12WD,Government Subs Security CFN12WD,Agency,IO,USD
2025-01-13,JQL24TF,Office CMBS Property JQL24TF,Commercial,CRE,USD
2025-01-13,JUI05RA,Mortgage Carry Trust JUI05RA,Residential,Carry,USD
2025-01-13,MPZ70CG,Mortgage Risk Bond MPZ70CG,Residential,Risk,USD
2025-01-13,SMS96VL,Residential Risk Trust SMS96VL,Residential,Risk,USD
2025-01-13,QVT19PV,Agency IO Backed QVT19PV,Agency,IO,USD
2025-01-13,GNM22AD,Residential Carry Trust GNM22AD,Residential,Carry,USD
2025-01-13,HFZ87VS,Mortgage Carry Bond HFZ87VS,Residential,Financing,USD
2025-01-13,KMO73NI,Residential Risk Security KMO73NI,Residential,Risk,USD
2025-01-13,FRH21QB,Residential Financing Bond FRH21QB,Residential,Financing,USD
2025-01-13,YLI49FV,Mortgage Risk Security YLI49FV,Residential,Financing,USD
2025-01-13,UGH42CD,Retail CMBS Property UGH42CD,Commercial,SASB,USD
2025-01-13,KYS40GT,Commercial CMBS Trust KYS40GT,Commercial,CMBS,USD
2025-01-13,LAF46ZQ,Commercial CMBS Trust LAF46ZQ,Commercial,CMBS,USD
2025-01-13,YAL88TQ,Federal Subs Security YAL88TQ,Agency,Subs,USD
2025-01-13,LBR15JO,Office CMBS Trust LBR15JO,Commercial,CMBS,USD
2025-01-13,TZE82IG,Retail CMBS Property TZE82IG,Commercial,CMBS,USD
2025-01-13,JCM10AV,Mortgage Carry Security JCM10AV,Residential,Carry,USD
2025-01-13,ZJK76DR,Government IO Bond ZJK76DR,Agency,Subs,USD
2025-01-13,JPN92AH,Office CMBS Property JPN92AH,Commercial,CMBS,USD
2025-01-13,LFL59PW,Federal Subs Bond LFL59PW,Agency,Subs,USD
2025-01-13,RND86XU,Commercial SASB Property RND86XU,Commercial,CMBS,USD
2025-01-13,UXP54RA,Residential Financing Trust UXP54RA,Residential,Financing,USD
2025-01-13,HZI97XK,Home Carry Trust HZI97XK,Residential,Carry,USD
2025-01-13,PXL69KL,Office CMBS Investment PXL69KL,Commercial,CMBS,USD
2025-01-13,RRZ21YR,Home Financing Security RRZ21YR,Residential,Financing,USD
2025-01-13,JMW11DH,Mortgage Financing Trust JMW11DH,Residential,Financing,USD
2025-01-13,WTS85NW,Government IO Backed WTS85NW,Agency,Subs,USD
2025-01-13,GMD24AY,Residential Financing Security GMD24AY,Residential,Financing,USD
2025-01-13,HGH26BI,Office CRE Investment HGH26BI,Commercial,CRE,USD
2025-01-13,PCS17XN,Commercial CRE Trust PCS17XN,Commercial,CRE,USD
2025-01-13,LAS87XO,Home Risk Trust LAS87XO,Residential,Risk,USD
2025-01-13,SHY49RS,Residential Risk Bond SHY49RS,Residential,Risk,USD
2025-01-13,AHZ12NA,Mortgage Financing Trust AHZ12NA,Residential,Financing,USD
2025-01-13,EYF35OX,Agency Subs Backed EYF35OX,Agency,Subs,USD
2025-01-13,JLK41QT,Home Risk Bond JLK41QT,Residential,Risk,USD
2025-01-13,ZIU48UU,Federal Subs Security ZIU48UU,Agency,Subs,USD
2025-01-13,GTR84BF,Retail SASB Trust GTR84BF,Commercial,CRE,USD
2025-01-13,BMV57TF,Government Subs Backed BMV57TF,Agency,IO,USD
2025-01-13,BBQ17KZ,Retail CMBS Property BBQ17KZ,Commercial,CMBS,USD
2025-01-13,GTI99LO,Mortgage Financing Bond GTI99LO,Residential,Financing,USD
2025-01-13,FXK38HS,Mortgage Financing Trust FXK38HS,Residential,Carry,USD
2025-01-13,KGP30NU,Residential Financing Trust KGP30NU,Residential,Financing,USD
2025-01-13,AEO16UL,Government IO Bond AEO16UL,Agency,Subs,USD
2025-01-14,WJB41XV,Agency Subs Bond WJB41XV,Agency,IO,USD
2025-01-14,XVD17FP,Agency Subs Bond XVD17FP,Agency,Subs,USD
2025-01-14,MBZ91OQ,Retail SASB Property MBZ91OQ,Commercial,SASB,USD
